pdf_link,pdf_year,row_id,Receiver,From,Justification,Gift,Disposition,Gift_Rec_Date,Value_USD
http://www.state.gov/documents/organization/263401.pdf,2015,12.120000000000001,"Mrs. Michelle Obama, First Lady of the United States.","His Highness Sheikh Tamim bin Hamad Al Thani, Emir of the State of Qatar.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"9″ gold-plated mechanical bird of a Common Chiffchaff that tweets, turns, and flaps its wings once per hour",National Archives and Records Administration.,2015-11-02,"110,000.00"
http://www.state.gov/documents/organization/263401.pdf,2015,13.17,"Mrs. Michelle Obama, First Lady of the United States.","Mrs. Sara Netanyahu, Spouse of the Prime Minister of the State of Israel.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Book, title: Menashe Kadishman. 10″ x 10″ painting of a sheep’s head in multicolor. Three music CDs. Three spiral notebooks with floral pattern. Necklace of velvet fabric with floral print combining laces, glass beads, hand-sewn ribbons and colorful chains. Medallion pendant in Victorian style with crystals. Necklace of fairy with tassel skirt",National Archives and Records Administration.,2014-08-06,"2,761.00"
http://www.state.gov/documents/organization/263401.pdf,2015,13.18,"Mrs. Michelle Obama, First Lady of the United States.","General Raheel Sharif, Chief of Army Staff of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Necklace of hand-cut rubies and 22-carat gold clasp,National Archives and Records Administration.,2015-11-20,740.00
http://www.state.gov/documents/organization/263401.pdf,2015,13.19,"Mrs. Michelle Obama, First Lady of the United States.","YABhg. Datin Paduka Seri Rosmah Mansor, Spouse of the Prime Minister of Malaysia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,4″ x 6.5″ silver and gold-tones metal purse with chain strap and gemstone above the latch. 44″ x 150″ section of dark blue fabric. 75.5″ x 20.5″ dark blue scarf with silver design and stars,National Archives and Records Administration.,2015-11-21,620.00
http://www.state.gov/documents/organization/263401.pdf,2015,13.2,First Family,"His Excellency Matteo Renzi, President of the Council of Ministers of the Italian Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Mini purse of red and pink leather with gold-tone chain strap. Purple floral print silk scarf,National Archives and Records Administration.,2015-06-17,"1,420.00"
http://www.state.gov/documents/organization/263401.pdf,2015,13.21,First Family,His Holiness Pope Francis,Non-acceptance would cause embarrassment to donor and U.S. Government.,10″ bronze-colored medallion stamped with the symbol of the World Meeting of Families in 22″ x 19″ blue velvet matte and frame,National Archives and Records Administration.,2015-09-22,425.00
http://www.state.gov/documents/organization/263401.pdf,2015,13.22,White House Staff Member Lisa Monaco.,"Mr. Bernard Cazeneuve, Minister of the Interior of the Republic of France.",Non-acceptance would cause embarrassment to donor and U.S. Government.,5″ small round silver-plated bangle bowl,Transferred to General Services Administration.,2015-02-19,380.00
http://www.state.gov/documents/organization/263401.pdf,2015,13.23,White House Staff Member Susan Rice.,"His Royal Highness Salman Bin Hamad Al Khalifa, Crown Prince of the Kingdom of Bahrain.",Non-acceptance would cause embarrassment to donor and U.S. Government.,24″ x 15″ silver-coated resin sculpture of camels and Bedouin on a green marble base,Transferred to General Services Administration.,2015-05-14,850.00
http://www.state.gov/documents/organization/263401.pdf,2015,13.24,White House Staff Member Major Andrew Steadman.,"His Excellency Horst Seehofer, Minister-President of Bavaria.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Book, title: Bavaria—Land at the Heart of Europe. Gray backpack with G7 logo. Compact umbrella. White cup with G7 logo. 4.5″ white lion figurine",Transferred to General Services Administration.,2015-06-06,604.87
http://www.state.gov/documents/organization/263401.pdf,2015,14.29,White House Staff Member Susan Rice.,"General Fan Changlong, Vice Chairman of the Central Military Commission of the People’s Republic of China.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Two bronze-colored coins engraved with the donor’s name and image of the Great Wall of China. Book, title: Let History Bear Witness to Our Friendship. Silk scarf with purple floral print. 16″ commemorative plate with a picture of President Obama on a wooden stand. 16″ x 16″ framed floral print embroidery",Transferred to General Services Administration.,2015-06-12,880.00
http://www.state.gov/documents/organization/263401.pdf,2015,14.3,White House Staff Member Susan Rice.,"General Raheel Sharif, Chief of Army Staff of the Islamic Republic of Pakistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Travel jewelry organizer. Fivestrand cranberry red ruby necklace. Replica of the National Martyrs Memorial. 10″ silver bowl,Transferred to General Services Administration.,2015-08-29,"1,245"
http://www.state.gov/documents/organization/263401.pdf,2015,14.31,White House Staff Member Susan Rice.,"The Custodian of the Two Holy Mosques Salman bin Abdulaziz Al Saud, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,13″ x 16″ silver and gold-plated sculpture of three gemsbok on rocky surface among palms on a lacquer base,Transferred to General Services Administration.,2015-09-04,"31,500.00"
http://www.state.gov/documents/organization/263401.pdf,2015,14.32,White House Staff Member Denis McDonough.,"The Custodian of the Two Holy Mosques Salman bin Abdulaziz Al Saud, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,14″ x 12″ silver and gold-plated sculpture of three figures of a Bedouin group and tent among palm trees set on polished green malachite,Transferred to General Services Administration.,2015-09-04,"52,000.00"
http://www.state.gov/documents/organization/263401.pdf,2015,14.33,White House Staff Member Courtney Cooper.,"His Excellency Mohammad Hanif Atmar, National Security Advisor of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,6.5″ blue lapis lazuli bowl,Transferred to General Services Administration.,2015-09-12,425.00
http://www.state.gov/documents/organization/263401.pdf,2015,14.34,White House Staff Member Josh White.,"His Excellency Nasir Ahmad Durrani, Minister of Rual Rehabilitation and Development of the Islamic Republic of Afghanistan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Lapis lazuli desk organizer with business card holder, clock, and pen holder",Transferred to General Services Administration.,2015-09-15,425.00
http://www.state.gov/documents/organization/263401.pdf,2015,14.35,White House Staff Member Caitlin Spicer.,"His Excellency Eng. Sami Halaseh, Minister of Public Works and Housing for the Hashemite Kingdom of Jordan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"20″ x 52″ Handwoven rug with fringe, multicolored with diamond and triangle pattern",Transferred to General Services Administration.,2015-12-15,900.00
http://www.state.gov/documents/organization/234202.pdf,2014,1.03,"The Honorable Barack Obama, President of the United States.","His Excellency Abdallah Baali, Ambassador of the People’s Democratic Republic of Algeria to the United States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Six boxes of dates. Twelve bottles of wine,Perishable items handled pursuant to United States Secret Service policy.,2013-12-20,509.94
http://www.state.gov/documents/organization/234202.pdf,2014,1.04,"The Honorable Barack Obama, President of the United States.","Abdullah bin Abdulaziz Al-Saud, Custodian of the Two Holy Mosques, King of the Kingdom of Saudi Arabia.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Gold and silver men’s wristwatch with leather band,National Archives and Records Administration.,2014-01-14,"18,240.00"
http://www.state.gov/documents/organization/234202.pdf,2014,1.05,"The Honorable Barack Obama, President of the United States.","His Excellency Usama Al-Nujaifi, Speaker of the Council of Representatives of the Republic of Iraq.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Metallic gold-tone vase with red gemstones,National Archives and Records Administration.,2014-01-22,430.00
http://www.state.gov/documents/organization/234202.pdf,2014,1.06,"The Honorable Barack Obama, President of the United States.","His Excellency Michel Joseph Martelly, President of the Republic of Haiti.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Mahogany sculpture, title: Le Negre Marron depicting a man drinking from a water jug",National Archives and Records Administration.,2014-02-06,500.00
http://www.state.gov/documents/organization/234202.pdf,2014,1.07,"The Honorable Barack Obama, President of the United States.","His Excellency Fumio Kishida, Minister of Foreign Affairs of Japan.",Non-acceptance would cause embarrassment to donor and U.S. Government.,Green fountain pen with gold floral accents with an ink cartridge,National Archives and Records Administration.,2014-02-07,"1,614.00"
http://www.state.gov/documents/organization/234202.pdf,2014,1.08,"The Honorable Barack Obama, President of the United States.","His Excellency François Hollande, President of the French Republic.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Three bottles of wine. Special-edition six-book set, title: Memoires du Generale Lafayette",National Archives and Records Administration. Wine handled pursuant to United States Secret Service Policy.,2014-02-09,"2,906.00"
http://www.state.gov/documents/organization/234202.pdf,2014,2.12,"The Honorable Barack Obama, President of the United States.","His Excellency Enrique Peña Nieto, President of the United Mexican States.",Non-acceptance would cause embarrassment to donor and U.S. Government.,"Book, title: Haciendas of the State of Mexico. Photo album of the North American Leaders’ Summit (NALS). Framed and signed photograph of President Obama, the President of the United Mexican States, and the Prime Minister of Canada at NALS. One kilogram pure silver coin engraved with image of Frida Kahlo. Silver cufflinks with the Great Seal of the United States. 1′ x 2′ wool rug in an American Flag pattern. Sculpture of brightly colored flowers, animals, and people attached to clay base",National Archives and Records Administration.,2014-02-19,"3,290.00"
