iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,mn_sat,tuition,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
368,8,1,16,2,14,20,14,14,12,7,347,0,0.52,0,26,1,30,5,10,20,30,5,0,,,,,,,,,,24,13,,"10,800.00",6,1,1,,,1,4,2,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,0,,,,,,,,,,3,,,,,,,,,,,,6,3,3,,,,,,,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,,,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6
493,13,1,25,2,19,15,7,11,13,15,479,0,0.16,0,27,2,15,15,20,20,15,15,1,7,6,7,7,9,5,6,7,2,20,13,,,4,1,1,"1,128",,5,6,5,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,,30,10,10,30,10,10,30,20,10,30,5,5,25,25,10,20,10,10,7,7,8,8,8,7,9,9,8,9,0,7,9,10,9,8,7,8,4,0,1,10,7,7,10,7,10,7,7,7,9,2,8,3,3,30,15,15,30,5,5,30,15,15,30,5,5,25,15,10,20,10,20,20,20,10,20,15,15,7,7,8,8,8,7,8,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0,11,1,1,10,8,,6,4,14,1,0.12,0,23,2,30,5,15,40,5,5,1,6,8,8,7,9,8,7,7,2,23,1,,,4,1,1,"20,878","60,304.00",1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,3,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5,,,,,,1,8,6,7,8,2,8,9,4,2,4,,,,,,,,,,,,3,3,2,,,,,,,10.26,25.64,20.51,23.08,2.56,17.95,,,,,,,,,,,,,5,8,9,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1,1,2,2,15,18,3,4,18,15,393,1,0.08,1,22,2,8,20,25,25,12,10,1,8,8,8,8,7,7,8,7,2,24,1,,"26,170.00",2,3,2,"7,675",,2,5,2,1,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,6,,20,21,21,22,6,10,27,18,14,25,5,9,18,28,17,23,6,8,7,7,7,10,9,6,6,9,7,8,1,6,9,8,8,8,7,7,6,2,7,17,20,20,21,10,12,7,8,10,7,9,8,1,3,18,18,19,18,14,13,19,20,20,20,10,11,16,20,19,17,18,10,17,19,19,19,17,11,7,8,10,7,9,6,8,9,7,10,1,1,1,1,,20,20,20,20,9,11,19,19,19,22,9,12,18,22,20,12,18,10,20,20,15,20,15,10,7,8,10,8,10,7,7,9,8,10
470,5,0,9,2,19,15,13,14,7,3,483,0,0.64,0,28,2,40,20,20,20,0,0,0,10,9,10,10,10,9,9,9,2,29,4,"1,400.00","26,019.00",4,1,1,"29,571","18,619.00",1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,,10,20,25,25,10,10,40,10,20,10,10,10,60,10,10,10,5,5,4,9,5,8,6,4,9,8,5,6,0,4,5,5,6,5,3,4,4,0,4,6,6,9,8,2,2,5,8,8,5,5,2,3,2,35,10,25,10,5,15,20,15,30,20,10,5,50,10,10,10,10,10,60,10,5,15,5,5,4,7,7,7,9,3,9,9,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,18,1,36,2,21,22,4,9,18,14,522,0,0.09,1,22,2,10,20,15,20,15,20,0,5,6,5,4,,2,2,1.5,2,30,8,,,2,8,8,"50,354",,1,6,1,7,10,8,4,10,3,2,2,5,1,9,6,4,6,7,10,4,1,7,,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,10,10,10,10,10,10,10,10,10,10,0,4,4,7,1,7,1,1,1,0,5,,,,,,,,,,,,3,3,2,30,0,20,30,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,10,10,8,8,7,8,10,7,2,0,0,,,40,10,20,10,0,20,40,10,20,10,0,20,60,0,0,20,0,20,30,20,20,0,10,20,8,9,9,9,9,8,9,9,9,7
200,7,0,13,2,9,20,18,18,1,10,223,0,0.18,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,1,8,9,8,8,7,,7,7,2,25,8,,,2,1,1,"95,404","35,867.00",1,7,2,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,,13.21,18.87,18.87,16.98,16.98,15.09,8,7,7,8,9,8,17.02,14.89,14.89,19.15,17.02,17.02,8,10,8,8,8,,,,,,0,6,10,8,7,8,,8,6,2,,15.38,19.23,17.31,15.38,17.31,15.38,,,,,,6,1,2,,,,,,,15.38,19.23,17.31,15.38,17.31,15.38,8,8,8,7,8,8,18.18,15.91,15.91,18.18,15.91,15.91,8,10,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,14,1,27,2,12,14,5,5,11,2,295,0,0.31,1,30,2,10,18,20,16,16,20,1,7,7,,5,,,6,6,2,29,8,,,2,3,3,0,,1,5,1,7,7,4,4,8,5,5,4,2,7,5,2,6,8,6,7,2,1,6,,30,15,15,20,10,10,25,15,15,15,15,15,40,10,10,30,5,5,6,8,7,7,8,6,8,7,7,8,0,4,5,6,5,6,4,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,9,1,18,2,2,19,2,,16,14,34,0,0.43,0,21,4,30,5,30,15,15,5,0,5,4,3,3,2,2,4,4,2,22,12,,,2,9,2,"62,996",,1,5,2,6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,5,30,15,25,25,5,0,,,,,,,30,15,25,25,5,0,7,9,6,7,6,,,,,,1,7,7,7,5,5,3,7,3,2,2,,,,,,,,,,,,6,3,2,,,,,,,40,10,0,40,0,10,,,,,,,,,,,,,8,8,7,7,6,,,,,,1,0,0,,,30,10,10,30,10,10,,,,,,,,,,,,,,,,,,,8,8,8,9,6,,,,,
96,3,1,6,2,4,18,5,,17,1,76,0,0.65,0,34,2,10,10,30,20,10,20,0,2,10,4,4,4,,2,2,2,26,5,,,3,3,6,"10,027",,1,7,1,2,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,7,3,10,20,20,22,6,22,,,,,,,20,25,15,20,10,10,7,9,9,9,9,,,,,,1,6,7,7,8,,,7,7,,4,,,,,,,,,,,,7,1,2,,,,,,,15,20,15,20,15,15,,,,,,,,,,,,,7,9,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,0,7,2,7,16,14,14,1,5,162,0,0.34,0,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,5,6,7,7,6,5,6,3,1,24,10,,,2,9,7,"55,379","38,774.00",2,7,1,2,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,5,,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,5,5,7,9,7,,,,,,0,9,9,9,8,9,8,8,1,1,2,14,20,20,18,14,14,7,8,10,7,7,5,3,3,,,,,,,15.69,17.65,19.61,15.69,15.69,15.69,8,8,8,9,9,8,20.41,14.29,16.33,18.37,14.29,16.33,7,7,9,7,8,,,,,,0,0,0,,,15.09,16.98,18.87,16.98,15.09,16.98,,,,,,,9,8,7,8,9,9,10,7,8,9,7,,6,6,9,7,8,,,,,
385,7,0,13,2,15,19,12,12,9,1,397,0,0.22,1,24,2,20,21,21,22,6,10,1,9,9,8,9,9,10,9,8,2,25,9,"1,105.00","14,493.00",2,5,8,"91,011","78,704.00",2,5,3,2,7,5,8,10,10,10,10,6,8,9,6,10,10,8,10,9,8,7,,25,20,20,20,10,5,40,5,10,20,5,20,50,5,10,20,5,10,8,8,6,8,6,7,10,6,8,5,0,6,8,8,7,7,,8,7,2,,30,5,20,20,20,5,8,7,8,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,15,0,29,2,2,16,17,,12,16,55,0,0.33,0,23,1,20,25,25,10,10,10,1,8,8,8,9,9,8,8,5,2,25,2,,,2,9,7,"29,055","17,134.00",1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,8,20,23,23,22,7,5,,,,,,,40,10,15,15,10,10,8,9,9,9,7,,,,,,0,6,8,8,8,8,6,8,8,2,10,,,,,,,,,,,,6,1,2,,,,,,,25,15,20,25,8,7,,,,,,,,,,,,,8,9,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7,0,13,2,7,16,2,2,16,3,160,0,-0.16,0,29,1,16,18,18,18,14,16,1,7,8,8,8,8,7,7,7,2,27,8,,,4,7,4,"8,034",,5,4,1,7,7,4,6,9,9,9,5,2,1,10,10,9,9,5,7,9,7,5,,15.09,16.98,16.98,18.87,18.87,13.21,9,9,9,9,9,9,23.81,16.67,14.29,23.81,9.52,11.9,8,9,9,9,8,,,,,,0,7,5,7,8,8,6,5,1,1,,15.38,17.31,19.23,19.23,19.23,9.62,8,8,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,9,1,18,2,11,21,19,19,2,14,265,1,0.41,1,32,2,15,5,45,10,15,10,1,9,6,9,3,6,2,8,3,2,27,3,,,2,2,5,"430,000",,6,5,5,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,,20,20,20,15,5,20,35,20,1,19,1,24,25,10,10,25,20,10,7,8,6,8,5,7,7,9,4,7,1,6,8,8,5,3,3,5,3,0,3,20,15,20,15,15,20,7,9,8,7,4,3,3,3,,,,,,,15,20,20,15,10,20,30,15,10,15,10,20,15,20,15,20,15,15,6,8,7,6,5,6,6,9,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,7,1,14,2,19,15,2,9,10,14,478,0,0.04,0,26,2,20,20,10,20,10,20,0,5,5,5,5,5,5,5,,2,24,6,"1,400.00","26,019.00",4,1,1,"7,733",,1,5,3,2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,,25,26,15,10,9,15,20,15,15,20,15,15,15,15,15,20,20,15,7,9,6,8,5,6,7,7,5,5,1,6,5,8,6,7,3,7,5,0,2,5,8,7,7,6,8,6,8,8,5,6,5,1,3,15,20,15,20,15,15,20,20,15,20,5,20,20,15,15,15,20,15,15,15,20,20,15,15,7,9,8,6,5,6,9,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,11,0,21,2,14,18,11,11,13,9,369,1,0.75,0,25,2,17,18,28,27,5,5,1,6,8,8,4,5,4,4,6,2,35,9,"1,290.00","15,309.00",4,1,3,"90,504",,2,5,4,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,8,8,7,7,6,6,6,0,,,,,,,,,,,,,5,3,3,,,,,,,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15,1,30,2,4,18,9,,2,12,87,0,0.55,1,23,2,15,15,20,15,15,20,0,7,9,7,6,7,5,5,9,2,24,5,,,2,1,1,0,,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,10,20,35,20,0,15,,,,,,,25,25,15,15,10,10,4,8,3,7,2,,,,,,0,7,7,6,6,7,3,5,4,2,3,,,,,,,,,,,,7,1,2,,,,,,,10,10,40,30,0,10,,,,,,,,,,,,,3,8,6,4,2,,,,,,0,2,1,,,5,25,45,5,0,20,,,,,,,,,,,,,,,,,,,3,5,6,2,2,,,,,
94,1,1,2,2,4,18,3,,7,14,89,0,0.18,0,27,2,25,15,20,20,20,0,0,6,9,8,5,7,6,6,5,2,28,8,,,4,6,8,0,,2,6,3,7,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,20,20,20,10,10,20,,,,,,,50,0,30,20,0,0,6,9,9,9,7,,,,,,0,5,5,5,5,5,5,5,5,1,4,,,,,,,,,,,,7,1,2,,,,,,,20,20,20,10,20,10,,,,,,,,,,,,,7,9,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15,1,30,2,4,18,13,,6,9,84,1,0.76,0,32,3,30,30,30,5,0,5,1,4,0,8,7,7,6,7,7,2,24,5,,,2,1,1,0,,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,10,20,35,20,0,15,,,,,,,25,25,15,15,10,10,4,8,3,7,2,,,,,,1,7,8,9,8,8,5,7,5,2,3,,,,,,,,,,,,7,1,2,,,,,,,10,10,40,30,0,10,,,,,,,,,,,,,3,8,6,4,2,,,,,,0,2,1,,,5,25,45,5,0,20,,,,,,,,,,,,,,,,,,,3,5,6,2,2,,,,,
248,6,1,12,1,10,9,5,5,9,7,240,0,0.09,0,26,4,10,30,30,10,10,10,0,5,4,5,7,6,5,6,4,2,27,8,"1,360.00","26,062.00",6,1,1,"92,037","49,841.00",1,4,1,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,25,15,20,20,15,5,35,5,15,30,5,10,20,15,15,25,20,5,5,6,8,8,8,5,8,6,8,7,1,6,7,7,8,7,5,7,6,0,2,20,10,15,20,20,15,6,7,7,8,8,7,3,3,,,,,,,20,10,10,20,15,15,30,10,20,25,10,5,20,10,20,20,20,10,5,6,8,7,8,6,7,7,8,6,2,0,1,2,,25,10,20,20,15,10,25,5,25,25,15,5,25,15,10,25,10,15,20,15,15,25,20,5,6,6,8,8,9,6,7,7,8,5
316,9,1,17,2,12,14,6,6,3,1,294,1,0.2,0,30,4,20,20,35,5,10,10,1,8,9,9,9,9,8,8,6,2,25,8,"1,400.00","26,630.00",2,3,3,"10,019","31,857.00",2,4,1,7,9,3,5,7,6,6,6,4,6,9,5,4,4,7,9,4,1,5,,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,6,8,7,8,9,5,8,9,7,9,1,7,8,9,8,7,6,7,6,0,4,,,,,,,,,,,,5,1,2,,,,,,,25,20,15,25,10,5,30,10,15,30,10,5,25,10,20,25,15,5,7,8,9,7,9,6,6,8,7,8,0,2,1,1,,25,20,15,25,10,5,20,20,20,20,5,15,30,10,15,30,10,5,25,10,20,25,15,5,7,8,7,8,9,6,7,7,6,9
340,9,1,18,1,13,10,2,2,10,7,328,0,,0,30,2,22,12,30,25,10,1,1,6,6,7,7,7,7,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,6,7,7,6,4,5,4,0,1,,,,,,,,,,,,6,3,3,,,,,,,40,10,20,20,10,0,40,10,10,20,10,10,40,0,10,20,30,0,7,5,7,6,6,7,5,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,14,0,26,2,12,14,9,9,10,10,317,0,-0.1,0,30,2,50,0,20,20,0,10,0,7,10,7,6,4,5,6,7,2,22,9,,,4,6,2,,,1,6,3,2,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,7,,16,20,19,16,18,11,22,13,18,18,16,13,22,13,18,18,16,13,6,9,8,8,8,6,8,9,8,7,1,7,8,8,8,8,6,8,6,0,2,,,,,,,,,,,,6,1,3,,,,,,,20,22,18,15,15,10,20,22,18,15,15,10,25,20,15,15,10,15,7,8,7,7,6,7,7,8,7,6,1,1,1,1,1,18,22,20,15,10,15,22,18,18,17,10,15,22,16,20,15,10,17,22,16,20,15,10,17,6,8,7,7,7,6,8,7,7,6
191,8,1,16,1,8,10,3,10,4,10,183,0,0.43,1,24,2,20,22.5,17.5,22.5,10,7.5,1,7,7,7,7,7,7,7,6,2,28,8,,,2,6,1,"6,878",,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,4,,20.45,20.45,20.45,18.18,18.18,2.27,8,7,6,5,4,5,9.09,20.45,18.18,15.91,20.45,15.91,7,7,6,7,8,,,,,,0,5,7,7,6,6,6,5,6,2,4,21.28,19.15,19.15,19.15,17.02,4.26,7,8,8,7,8,5,3,3,,,,,,,21.43,19.05,19.05,19.05,16.67,4.76,9,7,6,6,5,7,13.04,17.39,17.39,15.22,19.57,17.39,7,6,8,7,8,,,,,,0,0,0,,,20.93,20.93,18.6,18.6,16.28,4.65,,,,,,,9,7,6,7,3,5,7,8,9,8,9,,7,7,7,7,7,,,,,
226,13,1,26,2,9,20,1,1,1,17,210,0,0.26,1,29,2,20,15.56,20,15.56,11.11,17.78,1,10,10,8,10,,,9,5,2,23,8,,,2,1,3,"15,211","22,805.00",2,3,1,6,10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,,25.64,17.95,15.38,20.51,10.26,10.26,10,3,6,6,3,8,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10,,,,,,0,6,9,9,7,7,7,7,6,2,4,25.64,15.38,17.95,20.51,10.26,10.26,9,9,9,9,9,6,3,2,,,,,,,25,15,17.5,20,12.5,10,10,4,6,5,4,8,19.51,19.51,19.51,12.2,17.07,12.2,9,9,9,9,8,,,,,,0,1,1,1,,25,15,17.5,17.5,12.5,12.5,,,,,,,10,3,5,8,3,8,8,5,8,4,7,,9,8,8,7,8,,,,,
545,15,1,30,2,21,22,19,19,1,20,528,0,0.1,0,29,3,40,10,30,10,10,,0,1,5,5,4,5,3,3,1,2,24,5,"1,430.00","26,908.00",2,7,1,"10,027","16,767.00",1,7,2,4,10,2,2,5,5,4,7,5,4,7,4,3,4,5,5,2,1,6,,20,20,20,20,10,10,50,10,10,20,5,5,20,20,10,20,25,5,8,8,8,9,6,8,5,7,9,2,1,7,9,8,10,6,5,9,8,0,,,,,,,,,,,,,4,3,3,35,5,20,20,5,15,20,15,20,15,15,15,20,20,15,15,15,15,10,20,10,20,30,10,9,7,9,8,7,9,5,7,9,6,1,1,1,1,,20,20,20,20,10,10,20,20,20,20,10,10,30,10,20,20,10,10,20,20,20,20,10,10,9,9,9,9,9,9,5,7,10,4
150,9,0,17,2,7,16,8,8,6,3,160,0,0.11,0,29,1,16,18,18,18,14,16,1,7,10,9,8,8,3,7,7,2,31,7,,,2,3,3,"10,021","55,080.00",4,5,2,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,,12,20,20,20,14,14,7,7,6,5,5,5,25,15,15,15,15,15,7,9,8,9,8,,,,,,0,9,7,7,7,7,2,7,1,0,1,12.77,21.28,19.15,17.02,14.89,14.89,8,10,8,8,8,6,1,2,,,,,,,14,18,18,18,16,16,9,4,4,7,7,7,23.81,11.9,14.29,16.67,16.67,16.67,6,9,9,8,7,,,,,,1,1,1,1,,10.87,19.57,17.39,19.57,15.22,17.39,,,,,,,10,6,7,7,7,7,9,7,7,7,8,,6,6,7,7,7,,,,,
30,10,0,19,2,2,16,15,,4,15,54,0,0.21,1,28,2,40,20,20,20,0,0,0,6,8,8,7,8,6,6,5,2,23,1,,,2,2,4,"1,867",,1,7,2,1,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,3,2,10,20,20,20,20,10,,,,,,,35,5,15,20,10,15,7,8,9,8,8,,,,,,0,3,5,8,4,7,6,6,5,2,1,,,,,,,,,,,,3,1,3,,,,,,,20,15,15,20,10,20,,,,,,,,,,,,,6,8,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15,1,30,2,4,18,12,,5,8,83,0,0.83,0,35,3,10,32,20,12,11,15,0,5,7,9,6,7,5,5,4,2,24,5,,,2,1,1,0,,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,10,20,35,20,0,15,,,,,,,25,25,15,15,10,10,4,8,3,7,2,,,,,,0,6,7,5,7,6,4,6,5,2,3,,,,,,,,,,,,7,1,2,,,,,,,10,10,40,30,0,10,,,,,,,,,,,,,3,8,6,4,2,,,,,,0,2,1,,,5,25,45,5,0,20,,,,,,,,,,,,,,,,,,,3,5,6,2,2,,,,,
108,15,1,30,2,4,18,17,,10,17,92,0,0.72,1,29,2,10,20,20,20,20,10,1,8,9,10,9,8,9,8,9,2,24,5,,,2,1,1,0,,1,6,3,5,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,2,10,20,35,20,0,15,,,,,,,25,25,15,15,10,10,4,8,3,7,2,,,,,,0,8,7,6,6,8,2,6,4,2,3,,,,,,,,,,,,7,1,2,,,,,,,10,10,40,30,0,10,,,,,,,,,,,,,3,8,6,4,2,,,,,,0,2,1,,,5,25,45,5,0,20,,,,,,,,,,,,,,,,,,,3,5,6,2,2,,,,,
275,3,1,6,2,11,21,21,21,7,16,267,0,-0.48,0,26,4,20,30,10,15,10,15,0,6,5,7,4,7,4,5,6,2,21,5,,,2,1,1,"630,090",,2,4,3,7,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,6,,25,10,25,5,10,25,20,15,15,15,10,25,10,15,20,15,15,25,10,7,6,10,10,9,6,10,5,10,1,5,6,7,5,6,5,5,7,0,8,20,10,20,10,20,20,10,7,10,5,10,7,1,2,,,,,,,20,10,20,10,20,20,20,10,10,15,15,30,15,15,20,15,15,20,10,6,10,5,10,9,7,9,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,6,0,11,2,12,14,4,4,5,10,317,0,0.62,0,30,2,50,0,20,20,0,10,0,5,8,8,7,6,4,6,8,2,24,11,"1,340.00","25,380.00",4,1,1,"21,015","51,663.00",2,6,2,2,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,5,,10,40,10,20,10,10,10,10,30,10,10,30,40,10,10,10,10,20,6,9,9,8,9,6,9,8,9,8,0,8,9,9,9,9,8,9,8,,2,,,,,,,,,,,,6,1,3,,,,,,,15,20,15,20,15,15,15,15,20,15,20,15,20,15,20,20,10,15,6,8,7,8,8,6,7,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6,0,11,2,7,16,3,3,7,15,172,1,0.01,0,27,2,17.78,17.78,22.22,20,15.56,6.67,1,8,4,,7,8,6,8,5,1,26,8,,,4,3,3,"10,014","41,831.00",5,5,1,7,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,5,,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,8,7,8,9,7,,,,,,1,8,10,10,10,8,8,10,10,1,7,18.75,16.67,18.75,16.67,16.67,12.5,8,8,9,9,8,4,3,2,,,,,,,18.75,16.67,18.75,16.67,16.67,12.5,10,6,6,9,6,6,23.26,13.95,13.95,20.93,13.95,13.95,8,8,9,9,8,,,,,,0,2,1,1,1,15.69,15.69,19.61,17.65,17.65,13.73,,,,,,,10,6,6,10,6,6,10,6,6,10,6,,9,8,9,9,7,,,,,
196,3,0,5,2,9,20,5,5,2,14,227,0,-0.1,0,26,2,20,16,18,16,16,14,0,5,7,7,6,5,3,3,4,2,25,7,,,4,1,6,,,1,1,1,2,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,6,,17.65,17.65,17.65,15.69,15.69,15.69,8,8,7,7,7,7,18.75,18.75,16.67,16.67,14.58,14.58,9,9,9,9,9,,,,,,0,5,5,4,2,3,3,3,5,2,,15.56,17.78,17.78,15.56,15.56,17.78,,,,,,2,3,3,,,,,,,17.39,17.39,17.39,15.22,15.22,17.39,8,7,8,8,7,6,21.62,16.22,16.22,18.92,13.51,13.51,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,7,0,13,2,21,22,10,10,6,14,544,0,-0.64,0,23,4,15,25,20,10,10,20,0,8,2,4,5,5,4,5,2,2,23,6,,"9,811.00",2,8,5,"67,111","20,000.00",1,6,3,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6,,20,20,20,15,10,15,25,10,15,25,15,10,30,15,20,15,5,15,8,10,8,10,8,8,10,10,8,10,0,5,5,7,8,7,4,5,3,0,1,,,,,,,,,,,,2,1,2,25,25,25,10,5,10,25,25,25,10,5,10,30,15,15,15,10,5,40,15,15,15,5,10,8,10,10,7,8,8,10,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,1,18,1,1,10,2,,3,10,10,1,0.49,1,26,2,15,15,15,40,10,5,1,9,9,9,9,9,9,9,9,2,28,8,,,2,1,1,"2,467",,4,1,1,7,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,,,,,,,40,15,20,10,10,5,10,6,10,10,10,,,,,,1,7,7,7,7,6,6,7,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
