number_people,timestamp,day_of_week,is_weekend,is_holiday,apparent_temperature,temperature,is_start_of_semester
17,48012,4,0,1,45.74,48.53,0
47,55211,5,1,0,67.28,67.28,0
34,31817,3,0,0,54.45,54.45,0
2,26411,3,0,0,50.69,50.69,0
3,23413,5,1,0,53,53,0
79,67817,0,0,0,58.94,58.94,0
64,57614,3,0,0,54.77,54.77,0
44,39013,6,1,0,58,58,0
41,1212,1,0,0,64.24,64.24,0
77,67815,4,0,0,65.46,65.46,0
56,67814,6,1,0,65.7,65.7,0
50,49822,4,0,0,66.36,66.36,0
46,66014,3,0,0,61.54,61.54,0
32,55208,2,0,0,70.94,70.94,0
43,84615,0,0,1,54.73,54.73,1
80,64218,3,0,0,57.35,57.35,1
43,52813,0,0,0,66.22,66.22,0
28,1815,1,0,0,55.72,55.72,0
46,46216,6,1,0,57.12,57.12,0
37,73812,5,1,0,62.01,62.01,0
56,67220,0,0,0,55.72,55.72,0
40,39021,1,0,0,56.69,56.69,0
84,81656,2,0,0,64,64,0
31,24013,2,0,0,61.24,61.24,1
80,57019,0,0,1,56.91,56.91,1
77,52218,5,1,0,55.97,55.97,1
44,61216,6,1,0,59.55,59.55,0
65,37212,3,0,0,59.88,59.88,0
40,81615,4,0,0,54.04,54.04,0
39,31817,2,0,0,66.97,66.97,0
48,59412,6,1,0,83.21,83.21,0
79,73211,3,0,0,64,64,0
75,62417,1,0,0,60.73,60.73,0
49,51614,1,0,0,55.68,55.68,1
35,60636,6,1,0,67.5,67.5,0
108,63534,4,0,0,70.13,70.13,0
2,84614,4,0,0,59.01,59.01,0
54,59414,3,0,0,69.35,69.35,0
55,63021,2,0,0,58.46,58.46,0
80,63614,3,0,0,64.54,64.54,1
0,33611,6,1,0,42.8,42.8,0
53,78019,3,0,0,52.49,52.49,0
18,57013,6,1,0,46.77,46.77,0
60,80411,6,1,0,64.99,64.99,1
38,78614,6,1,0,65.8,65.8,1
25,49213,1,0,0,56.78,56.78,0
0,82815,0,0,0,44.19,46.27,0
23,52207,1,0,0,65.93,65.93,0
62,78013,4,0,0,61.54,61.54,0
49,64813,2,0,0,65.73,65.73,0
72,67221,5,1,0,59.22,59.22,0
32,31815,2,0,0,51.76,51.76,0
51,55212,3,0,0,61.72,61.72,0
76,66615,0,0,0,56.22,56.22,1
53,42013,1,0,0,57.83,57.83,0
74,67215,0,0,1,56.26,56.26,1
61,73813,0,0,0,65.77,65.77,0
78,69613,0,0,0,70.29,70.29,0
40,28214,2,0,0,58.24,58.24,0
0,19212,0,0,0,62.24,62.24,0
51,43214,6,1,0,58.72,58.72,0
0,28217,2,0,0,42.72,42.72,0
88,75615,1,0,0,61.49,61.49,0
39,49818,0,0,0,73.85,73.85,0
82,78014,3,0,0,64.91,64.91,0
44,26414,1,0,0,55.53,55.53,1
31,3022,2,0,0,66.64,66.64,0
0,22808,5,1,0,62.24,62.24,0
42,45013,1,0,0,48.22,49.49,0
1,27612,6,1,0,61.76,61.76,0
46,39014,0,0,0,75.11,75.11,0
71,48617,0,0,0,57.12,57.12,1
24,34217,3,0,0,54.97,54.97,0
56,41413,2,0,0,57,57,0
50,33614,3,0,0,65.26,65.26,0
32,44409,0,0,0,68.76,68.76,0
20,45011,6,1,0,78.94,78.94,0
20,36020,1,0,0,51.49,51.49,0
0,23413,5,1,0,53.76,53.76,0
23,30012,1,0,0,55.92,55.92,0
41,46826,0,0,0,56.36,56.36,0
1,19815,4,0,0,58.73,58.73,0
34,27618,1,0,0,49.99,49.99,1
24,39615,4,0,0,53.42,53.42,0
44,68416,4,0,0,56.46,56.46,0
50,43216,1,0,0,70.04,70.04,0
92,81614,3,0,0,62.77,62.77,0
8,62542,1,0,0,65.69,65.69,0
31,49216,1,0,0,57.66,57.66,0
57,42619,3,0,0,60.8,60.8,0
4,21013,4,0,0,45.61,47.52,0
63,68416,5,1,0,63.76,63.76,0
86,66012,1,0,0,62.46,62.46,0
5,28213,4,0,0,42.98,46.22,0
7,85213,5,1,0,51.96,51.96,0
0,23413,5,1,0,45.02,47.99,0
51,45014,5,1,0,61.84,61.84,0
40,51612,6,1,0,61.64,61.64,0
52,48011,4,0,0,70.08,70.08,0
50,45610,5,1,0,66.87,66.87,0
30,34215,3,0,0,60.1,60.1,0
65,85227,2,0,0,62.96,62.96,0
49,53515,4,0,0,59.15,59.15,0
58,45024,2,0,0,57.18,57.18,0
85,74421,2,0,0,58.74,58.74,0
38,42015,4,0,0,55.4,55.4,0
35,30014,3,0,0,58,58,0
44,74438,4,0,0,61.76,61.76,0
9,28815,6,1,0,53.67,53.67,0
21,22813,0,0,0,42.33,47.27,0
47,57014,2,0,0,60.71,60.71,0
12,23412,0,0,0,44.04,48.22,0
0,19213,0,0,0,51,51,0
37,71410,3,0,0,67.22,67.22,0
39,63014,1,0,0,57.49,57.49,0
38,52211,6,1,0,57.97,57.97,0
40,38415,2,0,0,55.41,55.41,0
0,85815,0,0,0,44.19,46.27,0
59,84612,1,0,0,60.77,60.77,0
32,52215,2,0,0,56.97,56.97,0
0,11,5,1,0,63,63,0
35,33613,3,0,0,46.3,49.77,0
57,66012,0,0,0,51.24,51.24,0
60,75615,4,0,0,61.24,61.24,0
3,21013,0,0,0,43.88,48.61,0
31,1213,0,0,0,55.53,55.53,0
72,46814,1,0,0,86.24,86.24,1
26,2414,3,0,0,59.73,59.73,0
41,75611,3,0,0,62,62,0
30,32413,6,1,0,52.77,52.77,0
68,69617,1,0,0,70.56,70.56,0
75,36015,6,1,0,67.9,67.9,1
65,80411,6,1,0,57,57,0
64,58814,2,0,0,60.81,60.81,0
3,73812,4,0,0,48.72,48.72,0
68,80413,3,0,0,61.54,61.54,0
45,51616,3,0,0,65.34,65.34,0
71,66010,1,0,0,64.97,64.97,0
26,25215,0,0,0,45.36,45.36,0
3,84623,4,0,0,61.54,61.54,0
84,66012,2,0,0,65,65,0
72,70818,0,0,0,58,58,0
26,82216,5,1,0,57.24,57.24,0
2,34215,3,0,0,42.11,46.27,0
81,63614,5,1,0,72.01,72.01,1
42,28215,3,0,0,55,55,0
59,46817,3,0,0,65.04,65.04,1
26,37212,6,1,0,64.72,64.72,0
4,18,0,0,0,51.49,51.49,0
67,60013,0,0,0,51,51,0
30,43215,3,0,0,65.95,65.95,0
53,71417,6,1,0,63.8,63.8,0
70,75011,0,0,0,65.01,65.01,0
2,20415,0,0,0,54.73,54.73,0
55,46823,4,0,0,57.65,57.65,0
43,59415,0,0,0,59,59,0
69,72014,2,0,0,68.56,68.56,0
23,28825,2,0,0,53.72,53.72,0
59,66022,3,0,0,56.45,56.45,0
68,41412,5,1,0,65.55,65.55,0
45,52213,5,1,0,60.73,60.73,0
2,2413,6,1,0,61,61,0
68,77412,4,0,0,65.8,65.8,1
64,81613,4,0,0,55.8,55.8,0
2,20412,1,0,0,54.05,54.05,0
39,38418,1,0,0,60.32,60.32,0
44,1212,1,0,0,56.99,56.99,0
40,42020,1,0,0,63.39,63.39,0
32,41413,3,0,0,44.81,48.66,0
0,3619,6,1,0,44.77,47.8,0
51,45613,5,1,0,58.12,58.12,0
1,3014,6,1,0,56.51,56.51,0
28,26412,4,0,0,59.52,59.52,0
3,85215,4,0,0,50.51,50.51,0
37,53414,3,0,0,57.73,57.73,0
44,73812,4,0,0,65.8,65.8,1
0,19212,3,0,0,61.49,61.49,0
30,49209,4,0,0,68.17,68.17,0
51,59412,6,1,0,57.78,57.78,0
67,68420,3,0,0,60,60,0
43,45017,1,0,0,59.33,59.33,0
0,19213,0,0,1,58.85,58.85,0
5,21016,2,0,0,57.53,57.53,0
0,19213,3,0,0,60.53,60.53,0
25,24618,0,0,0,42.33,47.27,0
8,1212,5,1,0,54.8,54.8,0
65,71415,0,0,0,54.8,54.8,0
106,73817,1,0,0,59.45,59.45,0
56,32416,4,0,0,63.54,63.54,0
1,27015,6,1,0,47.54,48.23,0
56,37213,4,0,0,65.8,65.8,1
45,34213,6,1,0,63.26,63.26,0
62,53417,0,0,0,68.64,68.64,0
66,77412,1,0,0,48.28,48.28,0
30,60613,6,1,0,79.85,79.85,0
82,80412,0,0,0,61.28,61.28,0
70,85814,3,0,0,62.24,62.24,0
25,64215,4,0,0,63.74,63.74,0
44,34214,3,0,0,57.91,57.91,0
0,19212,0,0,0,37.62,40.8,0
50,73211,2,0,0,60.18,60.18,0
59,69611,6,1,0,62.97,62.97,0
54,64217,6,1,0,53.24,53.24,1
27,82815,5,1,0,57.18,57.18,0
53,70815,6,1,0,58.51,58.51,0
36,31212,0,0,0,57.16,57.16,0
43,39622,0,0,0,54,54,0
36,39016,1,0,0,54.8,54.8,0
72,64214,1,0,0,59.8,59.8,0
22,22815,2,0,0,52.53,52.53,0
56,62410,6,1,0,50.51,50.51,0
20,30615,6,1,0,56.49,56.49,0
50,33611,6,1,0,62.08,62.08,0
41,85215,0,0,0,54.97,54.97,0
35,33614,4,0,0,60.49,60.49,0
16,3616,4,0,0,52.28,52.28,0
73,70212,0,0,0,55,55,0
62,62412,6,1,0,65.93,65.93,0
50,52814,0,0,0,55.22,55.22,0
52,33612,5,1,0,61.8,61.8,0
60,80412,5,1,0,53.24,53.24,1
0,20414,4,0,0,54.28,54.28,0
49,40813,4,0,0,57.74,57.74,0
34,70815,2,0,0,58.46,58.46,0
46,50412,3,0,0,64.14,64.14,0
31,57614,6,1,0,67.54,67.54,0
50,71415,0,0,0,56.97,56.97,0
87,80415,3,0,0,60.53,60.53,1
17,30014,2,0,0,46.37,50,0
97,63614,3,0,0,74.34,74.34,0
67,75013,6,1,0,60.24,60.24,0
41,60016,6,1,0,53.24,53.24,0
40,49814,5,1,0,62.41,62.41,0
50,30611,3,0,0,65.78,65.78,1
67,78615,6,1,0,63.49,63.49,0
55,50414,0,0,0,61.26,61.26,0
57,85815,0,0,0,57.43,57.43,0
55,64215,5,1,0,54.24,54.24,0
60,75015,3,0,0,61.75,61.75,0
33,1212,0,0,0,58.45,58.45,0
0,1812,3,0,0,44.13,46.36,0
0,19214,1,0,0,55.04,55.04,0
70,73212,6,1,0,60.53,60.53,0
57,33618,1,0,0,59.75,59.75,0
77,68421,1,0,0,56.07,56.07,0
46,61212,4,0,0,62.72,62.72,0
40,44412,6,1,0,80.47,80.47,0
0,19812,6,1,0,47.26,48.5,0
69,75615,0,0,0,65.53,65.53,0
28,54017,6,1,0,53.58,53.58,0
22,27013,2,0,0,43.65,43.65,0
45,1213,2,0,0,64.24,64.24,0
0,26411,5,1,0,52.45,52.45,1
26,30012,3,0,0,45.25,47.01,0
21,24015,0,0,0,58.49,58.49,0
0,24614,6,1,0,53.05,53.05,0
17,30011,5,1,0,53.97,53.97,0
55,51613,1,0,0,59.7,59.7,0
75,43217,4,0,0,67.52,67.52,0
58,82214,5,1,0,63.28,63.28,0
39,77415,4,0,0,54.69,54.69,0
8,23414,0,0,0,48.39,48.39,0
2,27014,5,1,0,55.61,55.61,0
62,40812,0,0,0,76.31,76.31,0
14,34214,3,0,0,56.82,56.82,0
65,78613,2,0,0,58.7,58.7,0
75,64220,3,0,0,57.73,57.73,0
42,45616,2,0,0,67.19,67.19,0
63,43218,5,1,0,56.45,56.45,1
56,39615,3,0,0,55.09,55.09,0
89,73211,1,0,0,63.73,63.73,0
24,49816,5,1,0,53.32,53.32,0
60,75026,2,0,0,53.53,53.53,0
39,35413,1,0,0,58.42,58.42,0
24,76813,1,0,0,55.24,55.24,0
46,55213,2,0,0,53.61,53.61,0
56,46216,0,0,0,55,55,0
0,81613,0,0,0,57.24,57.24,0
29,70212,6,1,0,61.66,61.66,0
60,43214,5,1,0,55.42,55.42,0
47,85217,2,0,0,60,60,0
64,74415,2,0,0,57.47,57.47,0
52,61224,2,0,0,59,59,0
54,37819,0,0,0,65.64,65.64,0
76,64216,4,0,0,61.54,61.54,0
57,44412,6,1,0,62.43,62.43,0
36,42016,3,0,0,57.7,57.7,0
8,23413,1,0,0,47.77,49.1,0
54,49817,0,0,0,57.66,57.66,0
49,49814,6,1,0,65.57,65.57,0
55,31814,2,0,0,60.24,60.24,0
46,63612,6,1,0,50.51,50.51,0
78,84012,3,0,0,65.11,65.11,0
33,46216,6,1,0,63.77,63.77,0
46,39613,3,0,0,60.22,60.22,0
41,70814,5,1,0,58,58,0
24,48612,1,0,0,56.78,56.78,0
7,21615,3,0,0,61,61,0
14,85815,0,0,0,55.16,55.16,0
83,75014,0,0,0,74.56,74.56,1
117,76814,3,0,0,61.04,61.04,1
27,74412,3,0,0,53.08,53.08,0
1,85214,6,1,0,57.24,57.24,0
52,49214,4,0,0,68.01,68.01,0
62,68417,1,0,0,65.93,65.93,0
26,50416,6,1,0,53.79,53.79,0
41,32418,0,0,0,57.23,57.23,0
52,52814,5,1,0,54,54,0
25,52213,6,1,0,55.3,55.3,0
37,56412,6,1,0,83.94,83.94,0
31,42015,1,0,0,52.24,52.24,0
4,27011,6,1,0,52.19,52.19,0
88,68419,1,0,0,54.73,54.73,1
2,68415,2,0,0,48.84,49.72,0
36,72014,3,0,0,53.08,53.08,0
2,21017,0,0,0,48.28,48.28,0
51,73235,0,0,0,58.82,58.82,0
53,31217,0,0,0,42.71,47.69,0
77,81015,1,0,0,58.05,58.05,0
28,3620,3,0,0,54.14,54.14,0
33,69614,3,0,0,63.1,63.1,0
56,49817,4,0,0,68.54,68.54,0
72,70814,4,0,0,66.51,66.51,0
47,58819,6,1,0,64.73,64.73,0
3,84613,5,1,0,57.73,57.73,0
59,36015,5,1,0,62.57,62.57,0
74,63014,1,0,0,51.77,51.77,0
56,53415,1,0,0,59.7,59.7,0
0,20412,6,1,0,65.8,65.8,1
34,38412,4,0,0,53.55,53.55,0
47,45613,3,0,0,63.89,63.89,0
53,53413,6,1,0,66.99,66.99,0
33,50413,5,1,0,55.87,55.87,0
56,43215,2,0,0,67.19,67.19,0
30,49212,0,0,0,70.75,70.75,0
64,70813,3,0,0,66.92,66.92,0
83,81617,0,0,0,50.27,50.27,0
36,27613,1,0,0,60,60,0
13,30612,4,0,0,46.23,48.56,0
40,42016,4,0,0,60,60,0
56,69607,3,0,0,67.22,67.22,0
37,41416,5,1,0,53.04,53.04,0
66,67814,4,0,0,53.69,53.69,0
27,85811,1,0,0,63,63,0
35,40809,1,0,0,66.18,66.18,0
24,3015,2,0,0,63.11,63.11,0
1,19815,1,0,0,52.14,52.14,0
49,55811,6,1,0,70.26,70.26,0
55,48616,3,0,0,56.36,56.36,1
67,85814,2,0,0,64.24,64.24,0
50,56413,2,0,0,66.14,66.14,1
40,64217,1,0,0,51.53,51.53,0
0,19212,4,0,0,56.01,56.01,1
47,34824,5,1,0,61.54,61.54,0
54,46814,4,0,0,65.8,65.8,1
48,45013,1,0,0,52.73,52.73,0
20,51612,0,0,0,47.29,49.22,0
0,1211,6,1,0,52,52,1
43,66015,6,1,0,64,64,0
41,34814,5,1,0,57.95,57.95,0
22,78012,5,1,0,69.48,69.48,0
63,41414,1,0,0,55.69,55.69,0
100,61215,6,1,0,72.94,72.94,1
43,57615,6,1,0,58.73,58.73,0
19,32412,5,1,0,63.53,63.53,0
21,23413,4,0,0,56.24,56.24,1
42,35416,4,0,0,57.04,57.04,0
71,58812,1,0,0,66.96,66.96,0
53,38416,6,1,0,50.93,50.93,1
76,75617,3,0,0,55.36,55.36,0
0,20414,2,0,0,44.73,44.73,0
39,85816,3,0,0,55.24,55.24,0
92,73217,1,0,0,59.45,59.45,0
0,21616,6,1,0,61.31,61.31,0
48,46814,0,0,0,68.84,68.84,0
65,71426,3,0,0,53.22,53.22,0
37,74412,5,1,0,62.01,62.01,0
54,39618,2,0,0,59.66,59.66,0
44,42616,2,0,0,45.89,47.72,0
50,73815,4,0,0,55.53,55.53,1
0,20412,5,1,0,58,58,0
57,54032,4,0,0,60.28,60.28,0
54,57013,6,1,0,65.01,65.01,0
38,66612,5,1,0,75.62,75.62,0
12,24611,2,0,0,63,63,0
2,27612,6,1,0,66.91,66.91,0
31,31815,0,0,0,53,53,0
79,57019,3,0,0,57.05,57.05,1
30,67815,5,1,0,59.27,59.27,0
0,24013,5,1,0,50.01,50.01,0
61,42614,5,1,0,65.55,65.55,0
45,41413,5,1,0,65.8,65.8,1
15,30614,5,1,0,57,57,0
32,55212,6,1,0,65.97,65.97,0
39,49810,2,0,0,70.69,70.69,0
29,48012,5,1,0,56,56,0
45,58812,5,1,0,50.08,50.08,0
54,62412,1,0,0,54.32,54.32,0
46,33612,1,0,0,58.42,58.42,0
77,72014,0,0,0,55.33,55.33,0
52,37812,5,1,0,56.62,56.62,0
7,64874,1,0,0,64.97,64.97,0
4,28208,6,1,0,61.22,61.22,0
60,50414,4,0,0,65.8,65.8,1
86,70816,2,0,0,56.49,56.49,1
67,50421,3,0,0,58.92,58.92,1
46,70813,5,1,0,71.92,71.92,0
38,82812,6,1,0,55.77,55.77,0
0,27013,6,1,0,45.86,49,1
50,37814,6,1,0,58.2,58.2,0
23,66014,6,1,0,52.53,52.53,0
0,3616,5,1,0,56,56,0
65,75009,6,1,0,62.93,62.93,0
39,45013,6,1,0,58,58,0
43,52812,6,1,0,65.8,65.8,1
14,23415,4,0,0,58.49,58.49,0
25,57021,3,0,0,51.97,51.97,0
0,19214,2,0,0,58,58,0
55,55825,1,0,0,79.25,79.25,0
47,42015,4,0,0,60.37,60.37,0
0,38499,0,0,0,51.76,51.76,0
62,75015,3,0,0,55.49,55.49,0
0,22814,5,1,0,65.32,65.32,0
37,57017,0,0,0,78.62,78.62,0
59,77413,4,0,0,54,54,0
38,72014,6,1,0,60.38,60.38,0
22,44411,6,1,0,78.94,78.94,0
53,82817,1,0,0,54.24,54.24,0
44,58815,0,0,0,55.95,55.95,0
52,48014,1,0,0,64.12,64.12,0
38,51612,5,1,0,61.93,61.93,0
23,27011,3,0,0,54.3,54.3,0
46,42616,1,0,0,69.95,69.95,0
39,39612,5,1,0,65.77,65.77,0
16,24617,2,0,0,57.44,57.44,0
51,66612,5,1,0,61.8,61.8,0
58,64819,6,1,0,52.24,52.24,1
0,14,5,1,0,53.82,53.82,0
41,77413,1,0,0,51,51,0
68,67820,2,0,0,62.68,62.68,0
45,69612,6,1,0,65.01,65.01,0
45,35423,3,0,0,67.51,67.51,0
39,31811,1,0,0,62.01,62.01,0
69,63016,1,0,0,58.18,58.18,0
83,70213,3,0,0,64.05,64.05,0
0,77412,3,0,0,50.23,50.23,0
50,42014,2,0,0,51.11,51.11,0
55,52211,6,1,0,56.72,56.72,0
36,53417,5,1,0,60.32,60.32,0
63,1213,3,0,0,63.37,63.37,0
24,48012,6,1,0,54.72,54.72,0
35,1813,3,0,0,64.04,64.04,0
35,28816,2,0,0,56.73,56.73,0
27,49217,1,0,0,52.05,52.05,0
45,81619,2,0,0,55.13,55.13,0
47,58812,2,0,0,64.08,64.08,0
51,75616,1,0,0,56.49,56.49,0
2,22812,6,1,0,54.97,54.97,0
50,56414,1,0,0,72.02,72.02,0
0,1812,1,0,0,41.58,44.89,0
32,57016,6,1,0,54.46,54.46,0
38,49820,2,0,0,56.26,56.26,0
48,38414,1,0,0,60.22,60.22,0
29,25221,1,0,0,55.53,55.53,1
49,46212,6,1,0,55.78,55.78,0
78,82213,1,0,0,52.05,52.05,0
24,27012,0,0,0,55.77,55.77,0
53,45613,2,0,0,56.74,56.74,0
39,30612,3,0,0,56.2,56.2,0
0,21618,3,0,0,38.38,40.78,0
59,48612,5,1,0,66.26,66.26,0
73,70215,4,0,0,59.04,59.04,0
41,57617,0,0,0,60.77,60.77,0
44,69612,6,1,0,65.8,65.8,1
56,64215,5,1,0,58.24,58.24,0
82,59412,0,0,0,83.08,83.08,1
0,84614,3,0,0,46.04,49,0
59,68414,6,1,0,51,51,0
0,19217,1,0,0,65,65,0
42,46215,2,0,0,58.57,58.57,0
46,37834,4,0,0,61.18,61.18,0
4,33612,1,0,0,58.39,58.39,0
29,82813,4,0,0,64.26,64.26,0
71,70305,3,0,0,57.44,57.44,0
27,41411,1,0,0,46.54,47.89,0
1,20425,0,0,0,60.73,60.73,0
0,85815,4,0,0,50.73,50.73,0
35,31213,3,0,0,57.26,57.26,0
0,19814,6,1,0,47.63,49.72,1
46,60613,6,1,0,55.28,55.28,0
43,42609,1,0,0,64.49,64.49,0
44,64218,2,0,0,52.04,52.04,0
10,28813,6,1,0,65.8,65.8,1
87,75014,3,0,0,65.73,65.73,0
49,39014,2,0,0,54.55,54.55,0
63,64815,3,0,0,61.54,61.54,0
0,3615,5,1,0,55.97,55.97,0
52,42614,2,0,0,59.22,59.22,0
34,37820,3,0,0,54.97,54.97,0
35,80413,0,0,0,55.24,55.24,0
11,27014,1,0,0,51.24,51.24,0
52,57014,0,0,0,55.24,55.24,0
69,80413,6,1,0,53.04,53.04,1
20,31213,6,1,0,55.76,55.76,0
100,80413,3,0,0,64.76,64.76,0
2,20412,3,0,0,64.28,64.28,1
1,30011,0,0,0,42.49,42.49,0
52,45616,4,0,0,57.37,57.37,0
38,74414,5,1,0,60.45,60.45,0
10,62665,1,0,0,65.69,65.69,0
53,56415,1,0,0,63.7,63.7,0
27,54018,5,1,0,53.3,53.3,0
12,23412,1,0,0,54.61,54.61,0
32,55212,6,1,0,59.73,59.73,0
44,55215,2,0,0,59.46,59.46,0
31,28213,2,0,0,63,63,1
47,57014,2,0,0,55.33,55.33,0
43,40814,5,1,0,54.22,54.22,0
41,55212,6,1,0,66.78,66.78,0
47,77415,5,1,0,57.53,57.53,0
76,57619,4,0,0,65.8,65.8,1
47,44415,1,0,0,65.88,65.88,0
37,62411,6,1,0,53.32,53.32,0
19,26412,2,0,0,51.24,51.24,0
9,23418,2,0,0,62.23,62.23,0
63,39615,5,1,0,55.94,55.94,0
56,34814,1,0,0,57.72,57.72,1
33,49813,6,1,0,65.24,65.24,0
55,49214,2,0,0,69.37,69.37,1
23,55812,6,1,0,54.46,54.46,0
43,66617,2,0,0,56.11,56.11,0
53,31212,3,0,0,65.78,65.78,1
32,34813,6,1,0,57.26,57.26,0
30,76811,3,0,0,52.05,52.05,0
21,31220,4,0,0,59.47,59.47,0
60,79216,4,0,0,60.73,60.73,0
57,50415,4,0,0,67.99,67.99,0
68,36014,1,0,0,60.47,60.47,0
45,40812,5,1,0,60.7,60.7,0
48,53415,1,0,0,72.72,72.72,0
53,43227,3,0,0,67.93,67.93,0
72,55215,4,0,0,60.28,60.28,0
8,84011,4,0,0,54,54,0
59,39016,4,0,0,65.74,65.74,0
63,77413,6,1,0,56.73,56.73,0
59,64222,5,1,0,64.55,64.55,0
20,77414,2,0,0,46.51,48.73,0
40,53415,2,0,0,52.94,52.94,0
58,63015,3,0,0,58,58,0
43,31818,3,0,0,56.31,56.31,0
47,42616,4,0,0,66.99,66.99,0
55,38414,6,1,0,57.73,57.73,0
81,73814,0,0,0,69.2,69.2,0
32,52813,6,1,0,52.43,52.43,0
57,42013,4,0,0,55.7,55.7,0
31,26415,3,0,0,54.86,54.86,0
30,62412,5,1,0,51.97,51.97,0
11,62726,1,0,0,65.69,65.69,0
23,73816,0,0,0,55.81,55.81,0
64,66614,3,0,0,53.72,53.72,0
49,36028,5,1,0,54,54,0
102,78614,3,0,0,64.74,64.74,0
14,24619,3,0,0,56.9,56.9,0
31,42611,2,0,0,63.93,63.93,0
59,63012,6,1,0,65.93,65.93,0
0,75012,3,0,0,42.81,47,0
59,59414,2,0,0,67.09,67.09,0
64,79216,1,0,0,57.99,57.99,0
54,62413,6,1,0,57.73,57.73,0
66,68414,3,0,0,69.84,69.84,0
44,71415,0,0,0,54.96,54.96,0
33,52819,1,0,0,60.61,60.61,0
64,42614,0,0,0,76.31,76.31,0
3,85215,5,1,0,52.45,52.45,1
44,45107,3,0,0,54.45,54.45,0
0,75016,3,0,0,44.58,46.67,0
58,37210,0,0,0,67.38,67.38,1
47,62414,6,1,0,57.23,57.23,0
77,40812,0,0,0,68.24,68.24,1
1,21013,2,0,0,63,63,1
1,26412,5,1,0,54.97,54.97,0
68,59414,1,0,0,65.65,65.65,0
47,49213,2,0,0,51.73,51.73,0
80,67209,2,0,0,69.66,69.66,0
82,75015,1,0,0,69.29,69.29,0
86,66011,0,0,0,78.44,78.44,1
60,58812,3,0,0,61.54,61.54,0
38,45013,1,0,0,57.42,57.42,0
52,59413,3,0,0,59.53,59.53,0
76,42614,0,0,0,68.24,68.24,1
103,66011,4,0,0,66.25,66.25,1
82,64214,3,0,0,74.34,74.34,0
49,37816,2,0,0,57.31,57.31,0
32,82816,5,1,0,57.53,57.53,0
52,51612,1,0,0,60.73,60.73,0
69,78614,0,0,0,54.51,54.51,0
78,82819,1,0,0,60,60,0
66,82215,0,0,1,55.26,55.26,1
69,59413,3,0,0,64.78,64.78,1
80,70212,4,0,0,59.72,59.72,0
0,24613,6,1,0,53.36,53.36,0
32,44412,0,0,0,55.47,55.47,0
1,19809,5,1,0,62.24,62.24,0
64,70229,3,0,0,57.46,57.46,1
55,54015,2,0,0,67,67,0
62,75614,1,0,0,48.28,48.28,0
102,63336,4,0,0,67.15,67.15,0
67,73214,0,0,0,56.72,56.72,0
68,78013,5,1,0,65.8,65.8,1
47,79217,3,0,0,55.76,55.76,0
57,40813,3,0,0,73.16,73.16,0
0,19212,2,0,0,65.27,65.27,0
78,55815,0,0,1,56.91,56.91,1
38,28818,1,0,0,52.04,52.04,0
53,54019,5,1,0,58.12,58.12,0
8,3619,0,0,1,55.53,55.53,1
79,72026,1,0,0,55.24,55.24,1
42,55814,2,0,0,64.51,64.51,0
71,73812,5,1,0,53.24,53.24,1
0,27613,4,0,0,42.98,46.22,0
77,78014,3,0,0,61.54,61.54,0
0,24613,5,1,0,55.26,55.26,0
58,55813,2,0,0,53.61,53.61,0
1,20415,4,0,0,52.93,52.93,0
31,70213,4,0,0,61.5,61.5,0
22,3015,4,0,0,58.24,58.24,0
43,52814,3,0,0,67.76,67.76,0
54,75014,0,0,1,63.65,63.65,0
100,78015,1,0,0,54.96,54.96,1
15,73213,4,0,0,59.32,59.32,0
57,78617,3,0,0,58.35,58.35,0
4,21614,4,0,0,61.54,61.54,0
29,51614,1,0,0,59.7,59.7,0
35,61222,5,1,0,60.93,60.93,0
33,55211,6,1,0,57.97,57.97,0
50,79215,6,1,0,65.8,65.8,1
1,27017,5,1,0,57,57,0
22,62413,5,1,0,63.56,63.56,0
28,26415,1,0,0,53.86,53.86,0
44,40813,6,1,0,57.83,57.83,0
1,19810,3,0,0,63,63,0
1,19821,1,0,0,65,65,0
0,23412,5,1,0,45.8,47.51,0
6,21013,3,0,0,57.9,57.9,0
55,82213,4,0,0,55.8,55.8,0
30,46213,0,0,0,57.04,57.04,0
81,61219,4,0,0,60.28,60.28,0
0,76811,2,0,0,51.24,51.24,0
45,32421,4,0,0,55.96,55.96,0
64,34813,4,0,0,61.8,61.8,1
44,50415,4,0,0,61.95,61.95,0
26,55213,6,1,0,61.07,61.07,0
42,55814,5,1,0,58.12,58.12,0
79,74413,2,0,0,64.02,64.02,0
14,26413,3,0,0,56.75,56.75,0
37,34820,1,0,0,63.77,63.77,0
77,44447,4,0,0,58,58,1
76,48613,4,0,0,59.85,59.85,0
7,21616,3,0,0,53,53,0
47,45613,5,1,0,54.42,54.42,0
85,67213,0,0,0,54.49,54.49,0
1,24615,6,1,0,57.73,57.73,0
22,33617,0,0,0,57.7,57.7,0
0,3613,6,1,0,47.4,47.4,0
37,28218,3,0,0,51.72,51.72,1
24,70214,6,1,0,52.85,52.85,0
0,21016,6,1,0,51.78,51.78,1
58,33613,3,0,0,56.21,56.21,1
18,49212,6,1,0,42.41,45.93,0
37,50417,4,0,0,60.15,60.15,0
24,45611,1,0,0,66.18,66.18,0
1,19813,2,0,0,59.97,59.97,0
34,33613,3,0,0,56.53,56.53,0
34,69613,2,0,0,58.46,58.46,0
46,62411,5,1,0,52.8,52.8,0
